""	"input"	"filtered"	"denoised"	"merged"	"tabled"
"MK48-5-2454-DD-A"	46117	43074	41039	34446	34446
"MK48-5-2454-HD-A"	8203	5540	5351	5130	5130
"MK48-5-2456-DD-A"	27852	24475	22334	19387	19387
"MK48-5-2456-DD-B"	61634	60456	60107	58670	58670
"MK48-5-2456-HD-A"	14849	10550	7149	6704	6704
"MK48-5-2456-HD-B"	31076	29233	28093	27577	27577
"MK48-5-2457-DD-A"	2958	1668	1014	881	881
"MK48-5-2457-HD-A"	8376	5480	4108	3844	3844
"MK48-5-2457-HH-B"	60712	58782	57988	55939	55939
"MK48-5-2458-DD-A"	7862	6161	4921	4283	4283
"MK48-5-2458-DD-B"	35392	34095	33952	33298	33298
"MK48-5-2458-HD-A"	7395	5149	2647	2453	2453
"MK48-5-2458-HD-B"	48005	45430	44740	42493	42493
"MK48-5-2459-DD-A"	44103	42049	41189	37007	37007
"MK48-5-2459-DD-B"	37140	35976	35447	32682	32682
"MK48-5-2459-HD-B"	21372	20709	20515	20168	20168
"MK48-5-2462-DD-B"	41829	40501	40361	39465	39465
"MK48-5-2462-HD-B"	53342	52767	52508	52009	52009
"MK48-5-2463-DD-A"	46321	43206	42056	40133	40133
"MK48-5-2463-HD-A"	4887	2547	2391	2189	2189
"MK48-5-2465-DD-A"	66288	61319	59392	51651	51651
"MK48-5-2465-HD-A"	13622	10543	10275	7883	7883
"MK48-5-2465-HH-B"	65229	63295	62962	60698	60698
"MK48-5-2467-DD-A"	31102	27775	25115	20860	20860
"MK48-5-2467-HD-A"	20520	16374	12249	11513	11513
"MK48-5-2471-DD-A"	15322	13966	12180	10196	10196
"MK48-5-2471-HD-A"	3851	2666	1234	1130	1130
"MK48-5-2472-DD-A"	8589	7121	6152	5636	5636
"MK48-5-2472-HD-A"	10234	7411	4671	4404	4404
"MK48-5-2473-DD-A"	14251	13094	12415	11407	11407
"MK48-5-2473-HH-B"	83538	81235	80793	76315	76315
"MK48-5-2477-DD-B"	69768	67597	67155	64346	64346
"MK48-5-2484-DD-A"	28082	25572	23088	21425	21425
"MK48-5-2484-DD-B"	43636	42780	42245	40812	40812
"MK48-5-2484-HD-A"	12700	9935	9673	5828	5828
"MK48-5-2484-HD-B"	57007	56473	56239	55057	55057
"MK48-5-2485-DD-A"	79414	73321	71078	61186	61186
"MK48-5-2485-DD-B"	56250	54454	53687	50085	50085
"MK48-5-2485-HD-A"	23873	21071	18759	16374	16374
"MK48-5-2485-HD-B"	51401	49343	48157	46568	46568
"MK48-5-2486-DD-B"	27850	26922	26545	24944	24944
"MK48-5-2486-HD-A"	14299	11134	10739	7275	7275
"MK48-5-2486-HD-B"	41251	40316	39977	39307	39307
"MK48-5-2491-DD-A"	22900	20068	19153	16920	16920
"MK48-5-2491-DD-B"	40254	38851	38496	37099	37099
"MK48-5-2491-HD-A"	1627	551	365	292	292
"MK48-5-2492-DD-A"	38337	35918	34428	29384	29384
"MK48-5-2492-HD-A"	14784	11455	10965	6727	6727
"MK48-5-2493-DD-A"	15644	13251	11956	10131	10131
"MK48-5-2493-HD-A"	2034	648	587	567	567
"MK48-5-2494-DD-A"	63482	58707	56689	47814	47814
"MK48-5-2494-HD-A"	10301	8641	7103	6649	6649
"MK48-5-2495-H-A"	68501	66967	66393	59309	59309
"MK48-5-2496-DD-A"	54600	51416	50370	44060	44060
"MK48-5-2496-HD-A"	4526	3274	1805	1610	1610
"MK48-5-2601-DD-A"	49043	46861	46134	43358	43358
"MK48-5-2601-HD-A"	35741	34325	33360	31289	31289
"MK48-5-2602-DD-A"	19175	15739	14725	13430	13430
"MK48-5-2602-HD-A"	6368	5264	4214	3963	3963
"MK48-5-2620-DD-A"	21731	20115	18921	17257	17257
"MK48-5-2620-HD-A"	26092	23825	22473	19439	19439
"MK48-5-2622-DD-A"	21139	20001	18871	16707	16707
"MK48-5-2622-HD-A"	24791	23266	22904	21670	21670
"MK48-5-2625-DD-A"	31996	30671	30094	27880	27880
"MK48-5-2625-HD-A"	26438	25278	24156	21647	21647
"MK48-5-2639-DD-A"	57109	54617	53642	50130	50130
"MK48-5-2639-HD-A"	53139	51070	50389	44759	44759
"MK48-5-2656-DD-A"	25210	24793	24566	23298	23298
"MK48-5-2656-HD-A"	11355	9953	8511	7787	7787
"MK48-5-2660-DD-A"	47092	44354	42434	39371	39371
"MK48-5-2660-HD-A"	45398	43753	42431	36773	36773
"MK48-5-2666-DD-A"	21734	20665	20371	19132	19132
"MK48-5-2666-HD-A"	41307	39843	39127	35749	35749
"MK48-5-2667-DD-A"	26441	24977	24537	23423	23423
"MK48-5-2667-HD-A"	26544	25117	23866	21235	21235
"MK48-5-2668-DD-A"	42023	40032	39133	37624	37624
"MK48-5-2668-HD-A"	56782	54477	53887	48044	48044
"MK48-5-2669-DD-A"	65110	56712	55559	52099	52099
"MK48-5-2669-HD-A"	42685	40651	39278	36225	36225
"MK48-5-2670-DD-A"	30543	28174	26929	24596	24596
"MK48-5-2670-HD-A"	28136	25191	24841	21007	21007
"MK48-5-2671-DD-A"	52285	50660	50151	45909	45909
"MK48-5-2671-DD-B"	38830	38528	38257	37312	37312
"MK48-5-2671-HD-A"	8166	5915	5777	5648	5648
"MK48-5-2676-DD-A"	22612	21225	20419	18455	18455
"MK48-5-2676-HD-A"	18084	17062	16382	14910	14910
"MK48-5-2678-DD-A"	16681	15588	14716	12892	12892
"MK48-5-2678-HD-A"	10899	10127	9474	8937	8937
"MK48-5-2679-DD-A"	8176	7403	7200	6639	6639
"MK48-5-2679-HD-A"	12711	11121	10215	9941	9941
"MK48-5-2680-DD-A"	17661	15323	14435	13458	13458
"MK48-5-2680-HD-A"	6391	4232	2495	2300	2300
"MK48-5-2686-DD-A"	16933	16227	15578	14649	14649
"MK48-5-2686-HD-A"	14095	12808	11986	11339	11339
"MK48-5-2687-DD-A"	44196	42046	40627	37179	37179
"MK48-5-2687-HD-A"	3204	1656	1563	1547	1547
"MK48-5-2700-DD-A"	27228	25857	24941	22655	22655
"MK48-5-2700-HD-A"	21388	20308	19623	18491	18491
